#project_accession: PXD005736
#project_title: Proteomic Analysis of Human Cardiac Organoids
#project_description: The mammalian heart undergoes major transitions during postnatal life to acquire the physiological properties of an adult organ. Postnatal life imposes numerous adaptations including electrophysiological, structural and metabolic maturation of cardiomyocytes1, which occur coincident with loss of proliferative capacity and regenerative potential2,3. The discovery of key upstream drivers of cardiomyocyte maturation and cell cycle arrest remains one of the most important unanswered questions in cardiac biology. Discovery of these drivers would facilitate current attempts to promote cardiomyocyte maturation in vitro for drug discovery and to de-differentiate adult cardiomyocytes in vivo for regenerative medicine.   A recent study has suggested that the shift from a low oxygen environment in utero towards a high oxygen environment after birth acts as a key trigger for cardiomyocyte cell cycle exit4. Moreover, it was recently demonstrated that proliferative adult cardiomyocytes reside in a hypoxic niche5 and that exposure of adult mice to gradual hypoxemia is sufficient to drive cell cycle re-entry and regeneration following infarction6. However, it is currently unclear whether postnatal changes in oxygen tension or the associated shifts in cardiomyocyte metabolism are sufficient to promote maturation and cell cycle arrest as human pluripotent stem cell (hPSC)-derived cardiomyocytes fail to mature when cultured at 21% oxygen7,8.   There are considerable changes in metabolic substrate provision during early postnatal life. The mammalian heart relies on high concentrations of carbohydrates and the presence of insulin in utero but later switches to fatty acid dominated substrates present in milk and low insulin levels post-birth9. In order to adapt to these changes in substrates, cardiomyocytes upregulate the genes required for fatty acid oxidation after birth10. The importance of these metabolic adaptations for cardiomyocyte maturation has been difficult to study because genetic disruption of fatty acid oxidation components in vivo can have a broad range of negative health impacts11. Therefore, there is a need to develop alternative approaches for studying the impact of cardiomyocyte metabolism on the maturation process.   hPSCs are now widely used for the generation of defined human somatic cell types, including cardiomyocytes. These cardiomyocytes have now been used extensively for developmental studies, drug screening, disease modeling, and heart repair. However, lack of maturity and inappropriate responses to pharmacological agents have been identified as limitations in 2D or embryoid body based differentiation strategies12. To improve maturity of hPSC-derived cardiomyocytes, long-term culture can be used13, although long-term cultures may not be amenable to high-throughput screening applications and adult-like maturity is still not achieved14. In an effort to better simulate heart muscle structure and function, cardiac tissue engineering to form 3D engineered heart tissue has been used15-19. However, despite these recent advances in human cardiac tissue engineering, cardiac tissues derived from hPSC still lack many features of fully mature adult heart tissue20. Moreover, engineered heart tissue fabrication, culture, mechanical loading and pacing protocols, and analysis methods using organ baths are costly, labor intensive, and the multiple handling steps induce variability.  In order to facilitate higher-throughput experiments, platforms for engineered heart tissue production have been miniaturized, however, screening experiments using semi-automated force of contraction analyses have only been published in 24-well plate formats21. Therefore, we developed a novel 96-well device, the heart dynamometer (Heart-Dyno), for high-throughput functional screening of human cardiac organoids (hCOs) to facilitate screening on a larger scale. The Heart-Dyno is designed to facilitate automated formation of dense muscle bundles from minimal cells and reagents while also facilitating culture and automated force of contraction analysis without any tissue handling.    Using the Heart-Dyno, we define serum-free 3D culture conditions that promote structural, electrophysiological, metabolic and proliferative maturation of hPSC-derived cardiac organoids. Furthermore, we uncover a metabolic mechanism governing cardiomyocyte cell cycle arrest through repression of a β-catenin and YAP1 dependent signalling.
#quantms_version: 1.1
#factor_value: organism part
#INFO=<ID=protein, Number=inf, Type=String, Description="Protein Accession">
#INFO=<ID=sample_accession, Number=1, Type=String, Description="Sample Accession in the SDRF">
#INFO=<ID=condition, Number=1, Type=String, Description="Value of the factor value">
#INFO=<ID=ibaq, Number=1, Type=Float, Description="Intensity based absolute quantification">
#INFO=<ID=ribaq, Number=1, Type=Float, Description="relative iBAQ">
protein	sample_accession	condition	ibaq	ribaq
Q9Y2G5	PXD005736-Sample-1	heart	40239829.20652174	5.032846776823429
Q9BSQ5	PXD005736-Sample-1	heart	40236975.5	5.032815976669263
Q9H061	PXD005736-Sample-1	heart	40234493.90909091	5.032789190996119
Q8NBQ5	PXD005736-Sample-1	heart	40213526.85294118	5.032562811853226
O75886	PXD005736-Sample-1	heart	40144275.54545455	5.0318142730118485
Q643R3	PXD005736-Sample-1	heart	40133459.95238096	5.03169725046781
P24941	PXD005736-Sample-1	heart	40132921.89473684	5.031691427968766
P50993	PXD005736-Sample-1	heart	40115782.959375	5.031505921045507
P11498	PXD005736-Sample-1	heart	40112158.45762712	5.031466680325079
P32189	PXD005736-Sample-1	heart	40108034.38888889	5.031422026722687
A6NJ78	PXD005736-Sample-1	heart	40060794.47826087	5.030910205976999
Q9Y6M5	PXD005736-Sample-1	heart	40042469.71052632	5.030711503821007
O75152	PXD005736-Sample-1	heart	39994125.925	5.030186857771909
Q9BT09	PXD005736-Sample-1	heart	39966884.39285714	5.029890942362663
Q8TEB1	PXD005736-Sample-1	heart	39951681.04545455	5.029725705914115
O60504	PXD005736-Sample-1	heart	39914474.63235294	5.029321065401917
A0FGR8	PXD005736-Sample-1	heart	39735374.02222222	5.027367953397462
P51689	PXD005736-Sample-1	heart	39706887.5	5.027056493484239
Q9HB19	PXD005736-Sample-1	heart	39687326.14285714	5.026842488224969
Q9ULH1	PXD005736-Sample-1	heart	39672338.78	5.02667845202167
P01871	PXD005736-Sample-1	heart	39646351.0	5.026393869664446
Q9Y6K1	PXD005736-Sample-1	heart	39644279.3490566	5.026371175770618
O95297	PXD005736-Sample-1	heart	39632691.2	5.026244211554106
Q15125	PXD005736-Sample-1	heart	39563673.75	5.025487260012277
O60220	PXD005736-Sample-1	heart	39558992.5	5.025435870413262
Q5JPH6	PXD005736-Sample-1	heart	39530898.925925925	5.025127338324256
P01599	PXD005736-Sample-1	heart	39525288.0	5.025065691177668
O95848	PXD005736-Sample-1	heart	39507824.38888889	5.024873762760986
Q12982	PXD005736-Sample-1	heart	39501550.90909091	5.024804795308604
Q93050	PXD005736-Sample-1	heart	39488380.09677419	5.024659966440126
P46019	PXD005736-Sample-1	heart	39488133.57272727	5.024657255152219
Q96MU7	PXD005736-Sample-1	heart	39486699.10416666	5.024641478435528
P17301	PXD005736-Sample-1	heart	39484484.55555555	5.024617121038377
Q13326	PXD005736-Sample-1	heart	39428671.09375	5.024002787919381
P23297	PXD005736-Sample-1	heart	39420266.333333336	5.023910202243439
Q9NY27	PXD005736-Sample-1	heart	39387384.23809524	5.023547787852437
Q96CP2	PXD005736-Sample-1	heart	39384970.625	5.023521173976266
Q9H8L6	PXD005736-Sample-1	heart	39383554.63604651	5.023505559714428
Q9HA65	PXD005736-Sample-1	heart	39383068.36363637	5.023500197406984
O75792	PXD005736-Sample-1	heart	39310041.8	5.022694153709952
P26992	PXD005736-Sample-1	heart	39278452.5	5.022345017120983
Q9H0A8	PXD005736-Sample-1	heart	39270150.0	5.022253208232354
O43795	PXD005736-Sample-1	heart	39266898.01612903	5.022217242565529
Q9Y6N5	PXD005736-Sample-1	heart	39256512.946551725	5.022102367819701
Q5T6F2	PXD005736-Sample-1	heart	39234687.92307692	5.021860850620276
Q9ULX7	PXD005736-Sample-1	heart	39203252.15	5.021512743989737
Q330K2	PXD005736-Sample-1	heart	39179754.833333336	5.021252362162954
P21589	PXD005736-Sample-1	heart	39172322.87037037	5.021169973524164
Q8N129	PXD005736-Sample-1	heart	39168150.36363637	5.021123711443346
P62256	PXD005736-Sample-1	heart	39162261.42857143	5.021058410318297
Q96QG7	PXD005736-Sample-1	heart	39045438.08	5.019760947953424
Q6UW63	PXD005736-Sample-1	heart	38981032.86363637	5.019043990334127
Q9BST9	PXD005736-Sample-1	heart	38946355.0	5.0186574662575865
P48506	PXD005736-Sample-1	heart	38930597.28333333	5.018481714914256
O95219	PXD005736-Sample-1	heart	38918124.59615385	5.018342552211719
P07357	PXD005736-Sample-1	heart	38912214.8	5.01827659870609
O95622	PXD005736-Sample-1	heart	38894321.32978723	5.01807684593726
Q08752	PXD005736-Sample-1	heart	38853853.8125	5.017624749897473
Q8WUA2	PXD005736-Sample-1	heart	38848174.1	5.017561259461813
O95671	PXD005736-Sample-1	heart	38848083.94827586	5.017560251629587
Q96F86	PXD005736-Sample-1	heart	38786955.1724138	5.016876336329757
Q9HC35	PXD005736-Sample-1	heart	38785061.03	5.016855127248475
Q93100	PXD005736-Sample-1	heart	38776340.33928572	5.016757466613038
Q08379	PXD005736-Sample-1	heart	38730311.81521739	5.016241641562998
Q9UN81	PXD005736-Sample-1	heart	38706043.0	5.015969422838306
Q9UMR5	PXD005736-Sample-1	heart	38688946.27272727	5.015777549578713
A4D1E9	PXD005736-Sample-1	heart	38682835.16	5.015708945173022
Q96C19	PXD005736-Sample-1	heart	38667984.18181818	5.015542180347274
Q8WUZ0	PXD005736-Sample-1	heart	38664523.42857143	5.015503309603631
Q9Y343	PXD005736-Sample-1	heart	38653829.95	5.015383179813934
Q5J8M3	PXD005736-Sample-1	heart	38645800.0	5.015292950067951
A5YKK6	PXD005736-Sample-1	heart	38596657.37916667	5.014740342793198
Q53HC9	PXD005736-Sample-1	heart	38495652.0	5.013602327749468
E7EW31	PXD005736-Sample-1	heart	38461105.85416666	5.013212415234113
P35250	PXD005736-Sample-1	heart	38447043.90909091	5.013053601760169
Q8WUK0	PXD005736-Sample-1	heart	38414172.28571428	5.012682127921455
P39059	PXD005736-Sample-1	heart	38396934.98625	5.01248720652449
P05121	PXD005736-Sample-1	heart	38309184.18421053	5.011493551620676
Q6WCQ1	PXD005736-Sample-1	heart	38282351.405172415	5.0111892535475935
O75688	PXD005736-Sample-1	heart	38241019.36363637	5.010720108523528
Q9GZL7	PXD005736-Sample-1	heart	38220184.90909091	5.010483431925178
P03928	PXD005736-Sample-1	heart	38155992.5	5.009753402836045
Q9UKN8	PXD005736-Sample-1	heart	38144849.07222223	5.009626548947463
Q5VT52	PXD005736-Sample-1	heart	38124795.35245901	5.009398169227032
Q96BP3	PXD005736-Sample-1	heart	38086461.77142857	5.008961276706285
Q9Y3D2	PXD005736-Sample-1	heart	38083561.333333336	5.008928202165695
Q9BSL1	PXD005736-Sample-1	heart	38068982.47727273	5.008761917062135
Q9H0Q0	PXD005736-Sample-1	heart	37955971.722222224	5.007470762493714
Q9Y5A9	PXD005736-Sample-1	heart	37952091.23529412	5.007426359462053
